province_normalized,temp_avg,rainfall,latitude,longitude,date,year,month,year_month,accommodation_count,restaurants_count,entertainment_count,shops_count,healthcare_count,festival_count,video_count,total_views,avg_views,total_likes,avg_likes,video_count_month,total_views_month,avg_views_month,total_likes_month,avg_likes_month,population,grdp_billion_vnd,area_km2,population_density_per_km2,population_avg_thousand,region,distance_to_hanoi_km,distance_to_hcm_km,nearest_city,nearest_distance_km,trends_interest_total,trends_interest_avg,trends_active_destinations
An Giang,25.44193548387097,21.5,10.3188672,105.0432488,2011-01-01,2011,1,2011-01,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,33.33333333333333,2.3809523809523805,1.0
An Giang,26.939285714285717,2.2,10.3188672,105.0432488,2011-02-01,2011,2,2011-02,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,766.6666666666666,54.76190476190476,2.0
An Giang,26.67419354838709,166.1,10.3188672,105.0432488,2011-03-01,2011,3,2011-03,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,725.0,51.785714285714285,2.0
An Giang,27.276666666666664,124.6,10.3188672,105.0432488,2011-04-01,2011,4,2011-04,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,450.0,32.142857142857146,2.0
An Giang,27.493548387096773,184.1,10.3188672,105.0432488,2011-05-01,2011,5,2011-05,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,933.3333333333334,66.66666666666667,2.0
An Giang,27.05,205.0,10.3188672,105.0432488,2011-06-01,2011,6,2011-06,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,833.3333333333334,59.523809523809526,2.0
An Giang,26.93870967741936,182.5,10.3188672,105.0432488,2011-07-01,2011,7,2011-07,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,820.0,58.57142857142857,2.0
An Giang,27.07741935483871,213.3,10.3188672,105.0432488,2011-08-01,2011,8,2011-08,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,850.0,60.714285714285715,2.0
An Giang,26.436666666666667,361.8,10.3188672,105.0432488,2011-09-01,2011,9,2011-09,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,825.0,58.92857142857143,2.0
An Giang,26.71935483870968,194.7,10.3188672,105.0432488,2011-10-01,2011,10,2011-10,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,750.0,53.57142857142857,3.0
An Giang,26.78666666666667,135.9,10.3188672,105.0432488,2011-11-01,2011,11,2011-11,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,660.0,47.142857142857146,2.0
An Giang,25.91290322580645,31.8,10.3188672,105.0432488,2011-12-01,2011,12,2011-12,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,633.3333333333334,45.23809523809524,2.0
An Giang,26.238709677419354,84.8,10.3188672,105.0432488,2012-01-01,2012,1,2012-01,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,50.0,3.5714285714285716,1.0
An Giang,26.882758620689657,54.0,10.3188672,105.0432488,2012-02-01,2012,2,2012-02,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,820.0,58.57142857142857,2.0
An Giang,28.451612903225808,143.8,10.3188672,105.0432488,2012-03-01,2012,3,2012-03,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,742.8571428571429,53.06122448979592,3.0
An Giang,27.793333333333333,141.7,10.3188672,105.0432488,2012-04-01,2012,4,2012-04,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,430.0,30.714285714285715,2.0
An Giang,27.293548387096774,252.5,10.3188672,105.0432488,2012-05-01,2012,5,2012-05,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,380.0,27.142857142857142,2.0
An Giang,27.290000000000003,172.6,10.3188672,105.0432488,2012-06-01,2012,6,2012-06,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,411.1111111111111,29.365079365079364,2.0
An Giang,26.848387096774196,182.3,10.3188672,105.0432488,2012-07-01,2012,7,2012-07,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,434.0909090909091,31.00649350649351,3.0
An Giang,27.067741935483877,165.0,10.3188672,105.0432488,2012-08-01,2012,8,2012-08,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,828.5714285714286,59.183673469387756,2.0
An Giang,26.113333333333333,332.6,10.3188672,105.0432488,2012-09-01,2012,9,2012-09,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,745.8333333333334,53.273809523809526,3.0
An Giang,26.68064516129032,236.9,10.3188672,105.0432488,2012-10-01,2012,10,2012-10,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,370.2020202020202,26.443001443001442,3.0
An Giang,26.53,170.3,10.3188672,105.0432488,2012-11-01,2012,11,2012-11,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,385.0,27.5,3.0
An Giang,27.00967741935484,31.0,10.3188672,105.0432488,2012-12-01,2012,12,2012-12,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,733.3333333333334,52.38095238095239,2.0
An Giang,25.932258064516127,39.5,10.3188672,105.0432488,2013-01-01,2013,1,2013-01,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,760.0,54.285714285714285,2.0
An Giang,28.107142857142858,15.9,10.3188672,105.0432488,2013-02-01,2013,2,2013-02,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,733.3333333333334,52.38095238095239,2.0
An Giang,29.483870967741936,12.7,10.3188672,105.0432488,2013-03-01,2013,3,2013-03,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,505.6818181818182,36.12012987012987,4.0
An Giang,28.15666666666667,170.4,10.3188672,105.0432488,2013-04-01,2013,4,2013-04,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,598.3333333333334,42.73809523809524,3.0
An Giang,27.864516129032257,244.8,10.3188672,105.0432488,2013-05-01,2013,5,2013-05,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,596.6666666666666,42.61904761904761,4.0
An Giang,27.006666666666668,320.8,10.3188672,105.0432488,2013-06-01,2013,6,2013-06,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,619.4444444444445,44.24603174603175,3.0
An Giang,26.48064516129032,270.8,10.3188672,105.0432488,2013-07-01,2013,7,2013-07,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,568.3333333333334,40.595238095238095,3.0
An Giang,26.770967741935483,186.4,10.3188672,105.0432488,2013-08-01,2013,8,2013-08,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,581.3131313131313,41.52236652236652,3.0
An Giang,26.75333333333333,263.8,10.3188672,105.0432488,2013-09-01,2013,9,2013-09,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,1035.0,73.92857142857143,3.0
An Giang,26.26774193548387,263.8,10.3188672,105.0432488,2013-10-01,2013,10,2013-10,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,939.6825396825396,67.12018140589569,3.0
An Giang,26.24,155.70000000000002,10.3188672,105.0432488,2013-11-01,2013,11,2013-11,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,1039.6825396825398,74.26303854875285,3.0
An Giang,24.961290322580645,50.5,10.3188672,105.0432488,2013-12-01,2013,12,2013-12,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,945.8333333333334,67.55952380952381,3.0
An Giang,24.700000000000003,9.5,10.3188672,105.0432488,2014-01-01,2014,1,2014-01,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,956.6666666666666,68.33333333333333,3.0
An Giang,26.342857142857145,3.2,10.3188672,105.0432488,2014-02-01,2014,2,2014-02,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,1342.857142857143,95.91836734693878,2.0
An Giang,28.62258064516129,24.2,10.3188672,105.0432488,2014-03-01,2014,3,2014-03,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,688.3333333333334,49.16666666666667,4.0
An Giang,28.34,160.1,10.3188672,105.0432488,2014-04-01,2014,4,2014-04,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,505.73934837092736,36.12423916935195,4.0
An Giang,28.55483870967742,114.7,10.3188672,105.0432488,2014-05-01,2014,5,2014-05,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,470.52631578947364,33.609022556390975,4.0
An Giang,27.566666666666663,221.0,10.3188672,105.0432488,2014-06-01,2014,6,2014-06,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,684.4155844155844,48.88682745825603,4.0
An Giang,26.961290322580645,244.7,10.3188672,105.0432488,2014-07-01,2014,7,2014-07,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,782.4675324675325,55.890538033395174,3.0
An Giang,26.96451612903226,212.2,10.3188672,105.0432488,2014-08-01,2014,8,2014-08,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,643.8131313131313,45.98665223665223,4.0
An Giang,26.80333333333333,191.0,10.3188672,105.0432488,2014-09-01,2014,9,2014-09,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,649.4444444444445,46.38888888888889,4.0
An Giang,26.44193548387097,278.9,10.3188672,105.0432488,2014-10-01,2014,10,2014-10,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,722.2222222222222,51.58730158730158,2.0
An Giang,26.813333333333333,145.0,10.3188672,105.0432488,2014-11-01,2014,11,2014-11,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,750.7575757575758,53.625541125541126,4.0
An Giang,26.05806451612903,81.5,10.3188672,105.0432488,2014-12-01,2014,12,2014-12,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,784.0909090909091,56.006493506493506,3.0
An Giang,25.580645161290324,8.5,10.3188672,105.0432488,2015-01-01,2015,1,2015-01,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,685.0,48.92857142857143,3.0
An Giang,26.342857142857145,4.0,10.3188672,105.0432488,2015-02-01,2015,2,2015-02,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,847.5,60.535714285714285,4.0
An Giang,28.98709677419355,2.1,10.3188672,105.0432488,2015-03-01,2015,3,2015-03,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,699.0726817042607,49.93376297887577,4.0
An Giang,29.146666666666665,70.7,10.3188672,105.0432488,2015-04-01,2015,4,2015-04,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,774.1071428571428,55.29336734693877,4.0
An Giang,29.4741935483871,62.7,10.3188672,105.0432488,2015-05-01,2015,5,2015-05,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,581.5384615384615,41.53846153846154,5.0
An Giang,28.046666666666667,156.7,10.3188672,105.0432488,2015-06-01,2015,6,2015-06,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,800.8333333333334,57.202380952380956,5.0
An Giang,27.52258064516129,148.20000000000002,10.3188672,105.0432488,2015-07-01,2015,7,2015-07,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,791.9298245614036,56.56641604010026,4.0
An Giang,27.36774193548387,142.6,10.3188672,105.0432488,2015-08-01,2015,8,2015-08,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,725.7393483709274,51.83852488363767,4.0
An Giang,27.05333333333333,250.5,10.3188672,105.0432488,2015-09-01,2015,9,2015-09,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,633.1932773109244,45.2280912364946,4.0
An Giang,26.93548387096774,241.6,10.3188672,105.0432488,2015-10-01,2015,10,2015-10,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,889.5833333333334,63.54166666666667,4.0
An Giang,26.85,179.6,10.3188672,105.0432488,2015-11-01,2015,11,2015-11,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,933.939393939394,66.70995670995671,3.0
An Giang,26.770967741935483,40.0,10.3188672,105.0432488,2015-12-01,2015,12,2015-12,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,948.3333333333334,67.73809523809524,4.0
An Giang,27.716129032258067,3.1,10.3188672,105.0432488,2016-01-01,2016,1,2016-01,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,827.6923076923077,59.120879120879124,3.0
An Giang,27.78620689655172,1.1,10.3188672,105.0432488,2016-02-01,2016,2,2016-02,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,949.0909090909091,67.79220779220779,4.0
An Giang,29.17096774193548,1.6,10.3188672,105.0432488,2016-03-01,2016,3,2016-03,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,640.2046783625731,45.72890559732665,5.0
An Giang,30.64333333333333,3.1,10.3188672,105.0432488,2016-04-01,2016,4,2016-04,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,521.375,37.24107142857143,5.0
An Giang,29.364516129032257,212.4,10.3188672,105.0432488,2016-05-01,2016,5,2016-05,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,722.089947089947,51.57785336356765,7.0
An Giang,27.433333333333334,356.9,10.3188672,105.0432488,2016-06-01,2016,6,2016-06,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,748.0263157894736,53.430451127819545,4.0
An Giang,27.17419354838709,223.2,10.3188672,105.0432488,2016-07-01,2016,7,2016-07,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,803.5024154589372,57.393029675638374,5.0
An Giang,27.29032258064516,213.9,10.3188672,105.0432488,2016-08-01,2016,8,2016-08,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,598.0,42.714285714285715,4.0
An Giang,26.826666666666664,230.1,10.3188672,105.0432488,2016-09-01,2016,9,2016-09,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,745.0,53.214285714285715,5.0
An Giang,26.18387096774193,435.1,10.3188672,105.0432488,2016-10-01,2016,10,2016-10,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,775.7894736842105,55.41353383458647,5.0
An Giang,26.62333333333333,209.2,10.3188672,105.0432488,2016-11-01,2016,11,2016-11,235.0,53.0,12.0,13.0,8.0,4.0,100,2992780,29927.8,27878,278.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ĐỒNG BẰNG SÔNG CỬU LONG,1194.0,182.2,TP.HCM,1194.0,756.4762443438914,54.0340174531351,5.0
