province,region,hashtag_query,video_id,title,channel_title,published_at,views,likes,comments,url,province_normalized
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,tQmIozp0D5g,"Dự báo thời tiết Hà Nội hôm nay 17/12 | Hà Nội sáng có mưa nhỏ rải rác, trời rét, trưa hửng nắng",HTV - Đài Hà Nội,2025-12-16T23:30:21Z,1407,17,0,https://www.youtube.com/watch?v=tQmIozp0D5g,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,CSolf4tKhKY,"Dự báo thời tiết Hà Nội đêm nay, ngày mai 17/12 | Hà Nội đêm lạnh sâu, ngày nắng ấm",HTV - Đài Hà Nội,2025-12-16T13:42:17Z,6491,37,0,https://www.youtube.com/watch?v=CSolf4tKhKY,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,3Eb3PnIdUKo,Hà Nội bắt đầu mở bán hàng trăm nhà ở xã hội với mức giá thấp đến ngỡ ngàng,Thể Thao Văn Hóa,2025-12-17T03:32:29Z,49,1,1,https://www.youtube.com/watch?v=3Eb3PnIdUKo,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,bPsZk4guaJI,"Bức xúc vụ tài xế xe buýt ở Hà Nội bị nhóm người đánh dã man ngay trên xe, công an vào cuộc khẩn",Tạp chí VietTimes,2025-12-16T07:38:24Z,1892,10,0,https://www.youtube.com/watch?v=bPsZk4guaJI,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,z-aBp_Gw_HY,Vụ tài xế xe buýt bị hành hung ở Hà Nội: Tiết lộ lời đe dọa lạnh người của kẻ côn đồ,Báo Sức khỏe & Đời sống,2025-12-16T22:01:08Z,7320,25,0,https://www.youtube.com/watch?v=z-aBp_Gw_HY,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,uMHekjJTcaQ,"""Rước nàng về rinh"" - Iphone 17pro max... Cảm ơn chị Mạnh Thường Quân",Minh Hà Nội,2025-12-16T10:49:04Z,15303,2024,137,https://www.youtube.com/watch?v=uMHekjJTcaQ,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,nXjKuPuTbp8,"Hà Nội “bấm nút” 2 siêu dự án triệu tỷ: lớn nhất đất nước , ngỡ ngàng về kế hoạch",Thể Thao Văn Hóa,2025-12-14T08:21:08Z,65824,1739,2,https://www.youtube.com/watch?v=nXjKuPuTbp8,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,WHQFnE6J5_g,"Công an Hà Nội kiểm tra, xử lý xe khách vi phạm trước Tết dương lịch | Báo Đại Đoàn Kết",Đại Đoàn Kết TV,2025-12-17T02:30:51Z,426,2,0,https://www.youtube.com/watch?v=WHQFnE6J5_g,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,yjeVZ7x12qs,Hà Nội: Công bố đường dây nóng tiếp nhận phản ánh vận tải Tết 2026,Báo An ninh Thủ đô,2025-12-17T03:26:26Z,324,1,0,https://www.youtube.com/watch?v=yjeVZ7x12qs,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,YoPOcmZK0zw,Thủ tướng Phạm Minh Chính: Định hướng quy hoạch Hà Nội với tầm nhìn trăm năm | Báo Đại Đoàn Kết,Đại Đoàn Kết TV,2025-12-16T10:00:55Z,7631,33,0,https://www.youtube.com/watch?v=YoPOcmZK0zw,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,UvaE52ljacc,"Tài xế 'đầu trần' lái xe biển xanh giữa phố Hà Nội, cảnh sát tìm ra cơ quan sở hữu",Báo Tuổi Trẻ,2025-12-16T10:30:32Z,7306,66,0,https://www.youtube.com/watch?v=UvaE52ljacc,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,NSA4d-9_k6k,"Choáng với hình hài rộng thênh thang của đường ""đắt nhất hành tinh"" ở Hà Nội sau giải tỏa ""thần tốc""",VTC NEWS,2025-12-15T13:30:32Z,51817,242,4,https://www.youtube.com/watch?v=NSA4d-9_k6k,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,KrjPaGODxT8,2 siêu dự án hàng triệu tỷ của Hà Nội khiến người dân chờ đợi sự phát triển,Báo Pháp luật Việt Nam,2025-12-14T08:24:03Z,5365,349,1,https://www.youtube.com/watch?v=KrjPaGODxT8,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,1LOJ9JWWpHE,Trả lại tiền cho Moom? Iphone 17 promax sắp về - Cậy khế lại đánh đu...,Minh Hà Nội,2025-12-16T04:19:24Z,11610,1660,204,https://www.youtube.com/watch?v=1LOJ9JWWpHE,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,fbgvzNFecOU,"Thời sự Hà Nội tối 16/12/2025: Khởi công và khánh thành các công trình trị giá 3,4 triệu tỷ đồng,...",HTV - Đài Hà Nội,2025-12-16T13:31:10Z,3910,22,0,https://www.youtube.com/watch?v=fbgvzNFecOU,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,VDctUL1GLkI,Dự báo thời tiết ngày mai 17/12: Hà Nội mưa nhỏ và TP. HCM có mưa diện rộng | BXD,Báo Xây dựng,2025-12-16T13:00:07Z,1780,7,0,https://www.youtube.com/watch?v=VDctUL1GLkI,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,WXdukCR_enw,"Hà Nội: Nhóm thanh niên hành hung tài xế xe buýt đến mức nhập viện, công an xác minh khẩn",Báo Tiền Phong News,2025-12-16T09:03:00Z,3182,12,0,https://www.youtube.com/watch?v=WXdukCR_enw,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,gHTkq9dMh7Y,"Hiệu trưởng Cao đẳng Du lịch Hà Nội “ăn chặn” tiền A80 bị khởi tố, sinh viên chưa nhận hỗ trợ đợt 2",Vietnam Plus,2025-12-16T15:15:10Z,408,0,0,https://www.youtube.com/watch?v=gHTkq9dMh7Y,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,giECnu9ICr4,"Thời sự Hà Nội sáng 16/12/2025: Khai mạc Đại hội TDTT Thủ đô lần thứ XI – Năm 2025,...",HTV - Đài Hà Nội,2025-12-16T00:43:20Z,5205,17,0,https://www.youtube.com/watch?v=giECnu9ICr4,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,k2ZkuIGcoUY,Hà Nội thông qua 'siêu dự án' 855 nghìn tỉ bên sông Hồng - VNAMedia,VNAMEDIA - TRUNG TÂM NỘI DUNG SỐ VÀ TRUYỀN THÔNG,2025-12-14T12:01:24Z,11182,43,2,https://www.youtube.com/watch?v=k2ZkuIGcoUY,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,DIzuNOMM26c,Thời sự nóng: Hà Nội: Nữ chủ tịch nổi tiếng bán ‘dự án ảo’ lừa đảo người dân hơn 850 tỷ đồng,Tiền Phong TV,2025-12-14T23:00:15Z,8152,102,2,https://www.youtube.com/watch?v=DIzuNOMM26c,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,NU-bH0b3FsE,Tổng Bí thư Tô Lâm tiếp xúc cử tri Hà Nội và Hưng Yên| VTV4,VTV4,2025-12-15T18:00:05Z,10342,38,0,https://www.youtube.com/watch?v=NU-bH0b3FsE,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,HmV-Dq77kJ0,Khởi tố hiệu trưởng Trường cao đẳng Du lịch Hà Nội ăn chặn tiền A80 của sinh viên| Báo Đại Đoàn Kết,Đại Đoàn Kết TV,2025-12-16T05:00:32Z,2547,10,0,https://www.youtube.com/watch?v=HmV-Dq77kJ0,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,hwKUiAQNzWw,Khởi tố Hiệu trưởng Trường Cao đẳng Du lịch Hà Nội cùng đồng phạm| QTTV #shorts,"Báo và Phát thanh, Truyền hình Quảng Trị",2025-12-16T14:38:44Z,788,5,0,https://www.youtube.com/watch?v=hwKUiAQNzWw,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,CAf2fb_y24c,"Tường lửa Tràng An [Tập 23] Full 4K | Phim Đài Hà Nội, Phim cảnh sát hình sự, Tội phạm mạng",HTV - Đài Hà Nội,2025-12-16T15:02:31Z,11813,94,0,https://www.youtube.com/watch?v=CAf2fb_y24c,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,jrr6gXv0M7I,"Thời sự Hà Nội sáng 17/12/2025: Hệ thống y tế hiện đại nâng cao chất lượng điều trị,...",HTV - Đài Hà Nội,2025-12-17T01:45:57Z,641,10,0,https://www.youtube.com/watch?v=jrr6gXv0M7I,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,YijuI2K_8TU,"Bản tin trưa 14-12: Hà Nội rét mướt, nhiệt độ từ 12 đến 21 độ C",Báo Sài Gòn Giải Phóng ,2025-12-14T06:00:06Z,14951,23,0,https://www.youtube.com/watch?v=YijuI2K_8TU,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,EOk8FBBWQsI,"Hà Nội sắp có khu đô thị thể thao Olympic hơn 9.000 ha, trị giá 925.000 tỷ đồng | THCL",Thương hiệu & Công luận TV,2025-12-14T13:45:02Z,3070,21,1,https://www.youtube.com/watch?v=EOk8FBBWQsI,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,kppr7J1LmXk,"Miền Bắc se lạnh, Hà Nội có mưa nhỏ? | Tin nhanh",Báo Pháp Luật TP HCM,2025-12-16T09:00:06Z,1269,2,0,https://www.youtube.com/watch?v=kppr7J1LmXk,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,_mU2WNJ_2lk,"Công an Hà Nội đã dẫn độ “Mr Hunter” Lê Khắc Ngọ về Việt Nam, tiếp tục điều tra vụ án",Báo Tiền Phong News,2025-12-16T04:33:46Z,843,0,0,https://www.youtube.com/watch?v=_mU2WNJ_2lk,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,NSJUOsRjFic,"Không khí lạnh liên tục dội về, Bắc Bộ giảm bao nhiêu độ, Hà Nội mưa rét đến bao giờ?",Báo VietNamNet,2025-12-16T13:00:57Z,1834,3,0,https://www.youtube.com/watch?v=NSJUOsRjFic,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,VX6mLTE-f4U,Nóng: Danh Sách 9 Phường Tại Hà Nội Cấm Xe Máy Xăng Từ 01/7/2026 #shorts | LuatVietnam.vn,LuatVietnam,2025-12-12T08:25:45Z,23733,74,5,https://www.youtube.com/watch?v=VX6mLTE-f4U,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,4l0u-GvZi0c,"Xuyên đêm phá dỡ, cưỡng chế 357 hộ dân để làm tuyến đường “đắt nhất hành tinh” ở ""đất vàng"" Hà Nội! ",VTC NEWS,2025-12-12T11:30:08Z,98248,344,3,https://www.youtube.com/watch?v=4l0u-GvZi0c,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,Fcn7dmabZSs,"Né camera AI kiểu lạ đời: Tài xế Hà Nội dùng cát, bã kẹo cao su | BXD",Báo Xây dựng,2025-12-16T13:00:34Z,1526,2,0,https://www.youtube.com/watch?v=Fcn7dmabZSs,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,2c6brcmR16I,Bán xôi buổi sớm | Nhịp sống Hà Nội,HTV - Đài Hà Nội,2025-12-14T15:48:58Z,21467,240,8,https://www.youtube.com/watch?v=2c6brcmR16I,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,VMc3KYwGZlY,"Miền Bắc rét đậm cả tuần, nhiệt độ Hà Nội bao nhiêu độ? | Tin nhanh",Báo Pháp Luật TP HCM,2025-12-14T21:30:06Z,7516,31,0,https://www.youtube.com/watch?v=VMc3KYwGZlY,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,BXAkH1xI_i8,Vụ án Mr Pips: Công an Hà Nội đã dẫn độ “ông trùm” Mr Hunter Lê Khắc Ngọ về nước,Tạp chí VietTimes,2025-12-16T04:03:10Z,1014,0,0,https://www.youtube.com/watch?v=BXAkH1xI_i8,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,5kbrdwQ44wY,"Dự báo thời tiết Hà Nội hôm nay 16/12/2025 | Hà Nội trời nhiều mây, không mưa, hanh khô",HTV - Đài Hà Nội,2025-12-15T23:30:01Z,2512,20,0,https://www.youtube.com/watch?v=5kbrdwQ44wY,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,8dClDiX_ETk,Khởi tố Hiệu trưởng trường Cao đẳng ở Hà Nội: Hé lộ độc chiêu “xén tiền A80” của sinh viên,Tiền Phong TV,2025-12-16T02:37:30Z,1151,25,7,https://www.youtube.com/watch?v=8dClDiX_ETk,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,tPlA9EQCXDY,"Tường lửa Tràng An [Tập 22] Full 4K | Phim Đài Hà Nội, Phim cảnh sát hình sự, Tội phạm mạng",HTV - Đài Hà Nội,2025-12-16T14:00:07Z,21098,185,0,https://www.youtube.com/watch?v=tPlA9EQCXDY,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,I5hw3ENPpsk,Tin cực vui cho người mua nhà tại Hà Nội: Mở bán loạt căn hộ giá từ 10 triệu đồng/m2,Báo Pháp luật Việt Nam,2025-12-17T03:42:23Z,152,3,1,https://www.youtube.com/watch?v=I5hw3ENPpsk,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,djFAvYIX9uw,"Ngày mai 15/12, Hà Nội chất lượng không khí ở mức xấu | VTVWDB",VTV Thời Tiết,2025-12-14T13:44:46Z,24360,118,0,https://www.youtube.com/watch?v=djFAvYIX9uw,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,wnf-udO_mRQ,Vì sao Hà Nội ô nhiễm không khí nghiêm trọng kéo dài? | VTV24,VTV24,2025-12-12T02:10:02Z,30266,278,0,https://www.youtube.com/watch?v=wnf-udO_mRQ,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,YpkKpP88Rzc,A.I sẽ giúp giao thông Hà Nội giảm ùn tắc như thế nào? | VTV24,VTV24,2025-12-14T13:13:08Z,13416,85,0,https://www.youtube.com/watch?v=YpkKpP88Rzc,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,FATD1jS9hwo,Hà Nội đầu tư 24.000 tỉ để khắc phục úng ngập đô thị,Báo Thanh Niên,2025-12-17T00:00:06Z,338,3,0,https://www.youtube.com/watch?v=FATD1jS9hwo,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,lFHgEeeDzbY,Lòng se điếu dài 10m ngon rẻ tại chợ Hà Nội | Bộ lòng se điếu khủng hơn 18m là có thật,BCB,2025-12-15T12:51:27Z,3334,17,49,https://www.youtube.com/watch?v=lFHgEeeDzbY,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,8pAymlOkj2g,"Dự báo thời tiết Hà Nội đêm nay, ngày mai 16/12 | Hà Nội đêm lạnh sâu, sáng ra có nắng, trời ấm lên",HTV - Đài Hà Nội,2025-12-15T12:54:24Z,4728,27,0,https://www.youtube.com/watch?v=8pAymlOkj2g,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,3UlwRF1HwSE,Đền bù “khu đất kim cương” làm quảng trường Hồ Gươm - Hà Nội: Một hộ dân nhận 400 tỷ đồng | VTC News,VTC NEWS,2025-12-12T13:00:08Z,81925,301,3,https://www.youtube.com/watch?v=3UlwRF1HwSE,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,NrsMf55KyDc,"Bản tin trưa 16/12: Hiệu trưởng Trường Cao đẳng Du lịch Hà Nội bị lật tẩy chiêu ""mập mờ"" tiền A80",Báo Điện tử Tiếng nói Việt Nam (VOV),2025-12-16T05:45:06Z,709,10,0,https://www.youtube.com/watch?v=NrsMf55KyDc,TP. Hà Nội
Hà Nội,ĐỒNG BẰNG SÔNG HỒNG,#hanoi,9btK2mGu34s,"Điểm nóng: Hà Nội: 'Mưa lựu đạn' trấn áp ổ quỷ, công an đối mặt ‘tử thần trắng’",Báo Pháp luật Việt Nam,2025-12-10T22:00:09Z,148658,1050,34,https://www.youtube.com/watch?v=9btK2mGu34s,TP. Hà Nội
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,RTIcrKDSBYM,DÁNG VẺ KHÁC LẠ của cựu bí thư tỉnh ủy Vĩnh Phúc cũ Hoàng Thị Thúy Lan,NEWS TBL ONE,2025-12-16T11:00:52Z,4278,18,1,https://www.youtube.com/watch?v=RTIcrKDSBYM,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,OlNOfYZdxGw,Cựu Bí thư Vĩnh Phúc Hoàng Thị Thúy Lan  khai 'góp công sức đưa kinh tế Vĩnh Phúc đi lên',"Báo và phát thanh, truyền hình Đà Nẵng",2025-12-15T11:21:47Z,17455,64,0,https://www.youtube.com/watch?v=OlNOfYZdxGw,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,yaMH2omoypw,Cựu Bí thư Vĩnh Phúc cũ Hoàng Thị Thúy Lan được đề nghị giảm 24-30 tháng tù,News 24H Việt Nam,2025-12-16T10:30:50Z,42864,38,2,https://www.youtube.com/watch?v=yaMH2omoypw,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,Pny70fBgyKo,"Cựu Bí thư Vĩnh Phúc cũ Hoàng Thị Thuý Lan khóc nghẹn trước tòa, xin được giảm án",Báo Sức khỏe & Đời sống,2025-12-15T11:21:23Z,1983,10,2,https://www.youtube.com/watch?v=Pny70fBgyKo,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,FGSZ4FFBUQ8,"Bất ngờ với DUNG NHAN CỰU BÍ THƯ Vĩnh Phúc Hoàng Thị Thúy Lan tại tòa: Tóc nhuộm đen, trông xinh đẹp",PKT,2025-12-15T11:12:25Z,26829,357,21,https://www.youtube.com/watch?v=FGSZ4FFBUQ8,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,2J546oA7HD4,"Ngày mai cựu Bí thư, cựu Chủ tịch tỉnh Vĩnh Phúc cũ hầu tòa phúc thẩm",TheAnh24h,2025-12-16T03:12:18Z,12325,12,1,https://www.youtube.com/watch?v=2J546oA7HD4,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,iIFuC-AO-W4,Cựu Bí thư Tỉnh ủy Vĩnh Phúc cũ Hoàng Thị Thúy Lan lộ dáng vẻ khác lạ trong phiên xét xử,Báo Sức khỏe & Đời sống,2025-12-15T08:06:06Z,1246,6,0,https://www.youtube.com/watch?v=iIFuC-AO-W4,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,-LTbQYLj1uU,Hình ảnh cựu Bí thư Vĩnh Phúc cũ Hoàng Thị Thúy Lan tại phiên tòa phúc thẩm | Tin nhanh,Báo Pháp Luật TP HCM,2025-12-15T10:30:06Z,826,0,0,https://www.youtube.com/watch?v=-LTbQYLj1uU,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,4sFz1khpzOE,Thái độ lạ của Cựu Bí thư Vĩnh Phúc (cũ) trong phiên tòa phúc thẩm vụ Tập đoàn Phúc Sơn,Thể Thao Văn Hóa,2025-12-15T10:52:49Z,1001,29,1,https://www.youtube.com/watch?v=4sFz1khpzOE,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,DnWGTE9TEmw,"Cựu Bí thư Vĩnh Phúc cũ Hoàng Thị Thuý Lan nghẹn ngào: Gia đình rất khó khăn, xin được giảm án",Báo Tiền Phong News,2025-12-15T22:33:01Z,1366,0,0,https://www.youtube.com/watch?v=DnWGTE9TEmw,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,TQjOOA0u7MU,Dáng vẻ khác lạ của cựu Bí thư Tỉnh ủy Vĩnh Phúc cũ Hoàng Thị Thúy Lan,Vietnam Now,2025-12-15T05:38:32Z,3142,6,0,https://www.youtube.com/watch?v=TQjOOA0u7MU,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,Ls9kQwuyzt8,Cựu Bí thư tỉnh Vĩnh Phúc xin hưởng án treo để chăm lo mộ phần tổ tiên | SKĐS,Báo Sức khỏe & Đời sống,2025-12-16T07:02:27Z,1140,13,0,https://www.youtube.com/watch?v=Ls9kQwuyzt8,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,-wvINi91LiE,Dáng vẻ khác lạ của cựu Bí thư Tỉnh ủy Vĩnh Phúc cũ Hoàng Thị Thúy Lan trong phiên tòa xét xử,Tạp chí VietTimes,2025-12-15T08:32:53Z,1268,1,0,https://www.youtube.com/watch?v=-wvINi91LiE,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,xr4YwHK1IaI,Cựu Bí thư Tỉnh ủy Vĩnh Phúc (cũ) khóc như mưa trong phiên tòa phúc thẩm vụ Tập đoàn Phúc Sơn,VẤN ĐỀ HÔM NAY,2025-12-15T11:09:04Z,3822,296,3,https://www.youtube.com/watch?v=xr4YwHK1IaI,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,TaCe3kP998Y,Cựu Bí thư Vĩnh Phúc Hoàng Thị Thúy Lan được đề nghị giảm 24 - 30 tháng tù,Báo Thanh Niên,2025-12-16T08:15:07Z,2717,17,0,https://www.youtube.com/watch?v=TaCe3kP998Y,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,lU0i0F_blpY,"Cựu Bí thư Vĩnh Phúc Hoàng Thị Thúy Lan hầu tòa phúc thẩm, xuất hiện loạt tình tiết đặc biệt mới",Tiền Phong TV,2025-12-15T06:21:32Z,2946,78,8,https://www.youtube.com/watch?v=lU0i0F_blpY,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,u5yXGZ_AklY,Cựu Bí thư Vĩnh Phúc Hoàng Thị Thúy Lan thú nhận ‘rất đau đớn’ khi phải đứng trước tòa,Ninh Bình Digital,2025-12-17T02:00:57Z,28,0,0,https://www.youtube.com/watch?v=u5yXGZ_AklY,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,QBFuwmTQxUI,Sốc: Cựu Bí thư Tỉnh ủy Vĩnh Phúc Phạm Văn Vọng xin hưởng án treo để chăm sóc vợ | BXD,Báo Xây dựng,2025-12-16T11:46:25Z,145,2,0,https://www.youtube.com/watch?v=QBFuwmTQxUI,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,zgFlGgqE8kI,Vụ Phúc Sơn: Cựu Bí thư Vĩnh Phúc Phạm Văn Vọng xin hưởng án treo vì vợ bị ung thư | THCL,Thương hiệu & Công luận TV,2025-12-16T08:05:55Z,431,4,3,https://www.youtube.com/watch?v=zgFlGgqE8kI,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,HFReSiQWgrY,Cựu Bí thư Tỉnh ủy Vĩnh Phúc khai gì tại phiên tòa phúc thẩm?,TẠP CHÍ KINH TẾ ,2025-12-15T11:00:36Z,4431,16,0,https://www.youtube.com/watch?v=HFReSiQWgrY,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,HDB6yeSuii4,"Gia đình cựu Bí thư Tỉnh ủy Vĩnh Phúc mong dư luận thấu hiểu, chia sẻ  #tintuc #news",Báo Hà Nội Mới,2025-12-13T15:55:03Z,2662,12,0,https://www.youtube.com/watch?v=HDB6yeSuii4,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,tjBrcHP5VI0,Bị cáo Hoàng Thị Thúy Lan và các cựu lãnh đạo tỉnh Vĩnh Phúc được đề nghị giảm án,Báo Sài Gòn Giải Phóng ,2025-12-16T07:50:10Z,207,1,0,https://www.youtube.com/watch?v=tjBrcHP5VI0,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,pnqiNHwmCI0,Vì sao cựu bí thư Vĩnh Phúc và nhiều cấp dưới được đề nghị giảm án? | ANTV,ANTV - Truyền hình Công an Nhân dân,2025-12-16T08:57:30Z,2188,7,0,https://www.youtube.com/watch?v=pnqiNHwmCI0,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,QLC812YYc0k,Cựu Bí thư Tỉnh ủy Vĩnh Phúc khai gì tại phiên tòa phúc thẩm?,BẢO HIỂM PJICO,2025-12-15T10:45:58Z,1676,10,0,https://www.youtube.com/watch?v=QLC812YYc0k,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,aNqGsjbVOCA,Bị cáo Hoàng Thị Thúy Lan và các cựu lãnh đạo tỉnh Vĩnh Phúc được đề nghị giảm án,Báo Sài Gòn Giải Phóng ,2025-12-16T09:30:00Z,1216,4,0,https://www.youtube.com/watch?v=aNqGsjbVOCA,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,X8HN4NbSowA,Xét xử phúc thẩm vụ án Tập đoàn Phúc Sơn: Dáng vẻ khác lạ của cựu Bí thư Tỉnh ủy Vĩnh Phúc cũ,Báo Tiền Phong News,2025-12-15T08:33:00Z,1473,0,0,https://www.youtube.com/watch?v=X8HN4NbSowA,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,w2hHwIKiFVM,Thi công chống sét hiện đại nhà cao 2 tầng ở Vĩnh Phúc #hungdiensach #tintuc #quattrandep #chongset,Hưng Điện Sạch,2025-12-15T12:35:12Z,665,7,0,https://www.youtube.com/watch?v=w2hHwIKiFVM,Phú Thọ
Phú Thọ,ĐỒNG BẰNG SÔNG HỒNG,#vinhphuc,WVfJsTVBPi0,Nhà giáo 8x Huỳnh Vĩnh Phúc đạt chuẩn Giáo sư,Miền Tây THĐT2,2025-11-19T04:00:36Z,45,0,0,https://www.youtube.com/watch?v=WVfJsTVBPi0,Phú Thọ
